stage,substrate,exponent,method,condition,reference_m,median_m,min_m,max_m,replicates,effect_pct,min_pct,max_pct,precision
g5,official32_minus71,6.0,Min-Max,fraction_f1_D10000,488.9340602284119,511.22201751602495,488.3211134457598,550.0145379427936,8,4.558479169399843,-0.12536389515710078,12.492579814514691,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,fraction_f32_D10000,614.3080908923412,6005.218459435602,5436.475304535024,6249.439178975233,8,877.5580931568799,784.9753706870481,917.3135063054966,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,fraction_f32_D10000,572.844311267402,2594.1133179620892,2168.646739120546,2918.2622513650394,8,352.8478797708031,278.57524225430046,409.43374909466513,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,fraction_f32_D10000,1133.8410048162195,2868.6509336325826,2498.668787527049,3213.4226898607967,8,153.00292734584534,120.37206071340222,183.41034379698144,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,fraction_f32_D10000,488.9340602284119,3070.8522587831067,2563.1868517477596,3647.6071644364247,8,528.0708399305457,424.239782057796,646.0325350891687,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,top6_D5000,614.3080908923412,768.1935663552772,760.3335031015496,770.0850581528377,8,25.05021140766723,23.77071283516591,25.358117460933265,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,top6_D5000,572.844311267402,579.6986082014932,527.0912666722627,606.1593033943345,8,1.196537488331924,-7.986994667698095,5.815714928411191,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,top6_D5000,1133.8410048162195,838.185500661179,748.2659272385287,886.7275804059726,8,-26.075569934336805,-34.006097498668915,-21.79436299803787,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,top6_D5000,488.9340602284119,703.305137767889,673.6697995588477,798.0007524152904,8,43.84457843647279,37.783364743322245,63.212346475206495,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,top7_D5000,614.3080908923412,1497.6207803377379,1464.553256468434,1522.0763708155462,8,143.7898511416805,138.40696194331912,147.77084876166694,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,top7_D5000,572.844311267402,851.3317907407747,786.8003583461082,943.1594319497714,8,48.6148634097853,37.349772507181655,64.64498527759795,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,top7_D5000,1133.8410048162195,1190.0613893272412,1019.2386300814505,1340.8791195013594,8,4.958401069657398,-10.107446656803925,18.259889508820322,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,top7_D5000,488.9340602284119,1156.237349899929,1107.8107395327386,1235.2805134261198,8,136.4812443951599,126.57671650349137,152.6476704954943,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,legacy_iso,614.3080908923412,737.7522440332548,629.1355659822723,857.4519247090514,8,20.094827818660047,2.413687091178107,39.580112556147604,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,legacy_iso,572.844311267402,638.8806338399692,593.4443431017314,683.667846681243,8,11.5277958205544,3.596096082154061,19.346187652391457,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,legacy_iso,1133.8410048162195,1377.7454951129153,1290.1358834910216,1449.4730106571465,8,21.511348527762003,13.78454986289152,27.837413226388534,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,legacy_iso,488.9340602284119,524.8736457790924,500.7321196194781,572.6044759801537,8,7.350599697204738,2.4130164680191406,17.112822066978527,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,opcenter_exact_iso,614.3080908923412,600.5844604197537,566.2364307962215,644.825217678085,8,-2.233998001337182,-7.825334031705653,4.967723401040473,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,opcenter_exact_iso,572.844311267402,550.6256195994986,526.9870776505161,577.2049262934297,8,-3.87866148460917,-8.005182684877857,0.7612216688300537,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,opcenter_exact_iso,1133.8410048162195,1146.8784794248754,1089.458155135708,1229.0442844627519,8,1.149850336447224,-3.9143803665581305,8.396528194176883,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,opcenter_exact_iso,488.9340602284119,480.94330695034233,454.4587134467689,493.3714436315088,8,-1.6343212568043617,-7.051123982963549,0.9075627500820647,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,legacy_rotation,614.3080908923412,691.637288887169,691.637288887169,691.637288887169,1,12.588015548110361,12.588015548110361,12.588015548110361,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,legacy_rotation,572.844311267402,592.2270307588242,592.2270307588242,592.2270307588242,1,3.3835929082613214,3.3835929082613214,3.3835929082613214,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,legacy_rotation,1133.8410048162195,1208.1313958427745,1208.1313958427745,1208.1313958427745,1,6.552099519332206,6.552099519332206,6.552099519332206,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,legacy_rotation,488.9340602284119,522.2524954753881,522.2524954753881,522.2524954753881,1,6.814504849879145,6.814504849879145,6.814504849879145,full precision derived from retained author NPZ
g5,official32_minus71,6.0,WCL,opcenter_rotation,614.3080908923412,651.4793370096061,651.4793370096061,651.4793370096061,1,6.050912672055176,6.050912672055176,6.050912672055176,full precision derived from retained author NPZ
g5,official32_minus71,6.0,ABS,opcenter_rotation,572.844311267402,575.5918334358958,575.5918334358958,575.5918334358958,1,0.479628079471536,0.479628079471536,0.479628079471536,full precision derived from retained author NPZ
g5,official32_minus71,6.0,DIFF,opcenter_rotation,1133.8410048162195,1177.8058945174882,1177.8058945174882,1177.8058945174882,1,3.8775180571631225,3.8775180571631225,3.8775180571631225,full precision derived from retained author NPZ
g5,official32_minus71,6.0,Min-Max,opcenter_rotation,488.9340602284119,520.6540675796928,520.6540675796928,520.6540675796928,1,6.487583895558931,6.487583895558931,6.487583895558931,full precision derived from retained author NPZ
