stage,case_id,substrate,exponent,method,N,median_error_m,spec_json,archive,member,raw_sha256
g5,g5__recovered29__n4p7__legacy_iso__d1,recovered29,4.7,WCL,2498,754.0801830972682,"{""kind"": ""legacy_iso"", ""seed"": 4763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d1.npz,bb5357311c26aa3608503c73c51879552e1884714861a7a16a51d58872cdfce1
g5,g5__recovered29__n4p7__legacy_iso__d1,recovered29,4.7,ABS,2498,690.6827310463187,"{""kind"": ""legacy_iso"", ""seed"": 4763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d1.npz,bb5357311c26aa3608503c73c51879552e1884714861a7a16a51d58872cdfce1
g5,g5__recovered29__n4p7__legacy_iso__d1,recovered29,4.7,DIFF,2498,1243.8237066928389,"{""kind"": ""legacy_iso"", ""seed"": 4763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d1.npz,bb5357311c26aa3608503c73c51879552e1884714861a7a16a51d58872cdfce1
g5,g5__recovered29__n4p7__legacy_iso__d1,recovered29,4.7,Min-Max,2498,500.4963303644787,"{""kind"": ""legacy_iso"", ""seed"": 4763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d1.npz,bb5357311c26aa3608503c73c51879552e1884714861a7a16a51d58872cdfce1
g5,g5__recovered29__n4p7__op_iso__d1,recovered29,4.7,WCL,2498,608.0458814913634,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d1.npz,e871fd3c1407e8424b04b1c5fdc3fe6969638c8e3974b4199278bd3bdf2e96ab
g5,g5__recovered29__n4p7__op_iso__d1,recovered29,4.7,ABS,2498,642.6904882778774,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d1.npz,e871fd3c1407e8424b04b1c5fdc3fe6969638c8e3974b4199278bd3bdf2e96ab
g5,g5__recovered29__n4p7__op_iso__d1,recovered29,4.7,DIFF,2498,893.3367526945985,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d1.npz,e871fd3c1407e8424b04b1c5fdc3fe6969638c8e3974b4199278bd3bdf2e96ab
g5,g5__recovered29__n4p7__op_iso__d1,recovered29,4.7,Min-Max,2498,463.86455012092034,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7763}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d1.npz,e871fd3c1407e8424b04b1c5fdc3fe6969638c8e3974b4199278bd3bdf2e96ab
g5,g5__recovered29__n4p7__one__d2,recovered29,4.7,WCL,2498,619.2784453453232,"{""D"": 10000, ""draw"": 2, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d2.npz,87a014bba3d9854e3653054bc0e33e164b8afce14a3a4789c91d8f340366992c
g5,g5__recovered29__n4p7__one__d2,recovered29,4.7,ABS,2498,654.6099269140997,"{""D"": 10000, ""draw"": 2, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d2.npz,87a014bba3d9854e3653054bc0e33e164b8afce14a3a4789c91d8f340366992c
g5,g5__recovered29__n4p7__one__d2,recovered29,4.7,DIFF,2498,887.2810976558823,"{""D"": 10000, ""draw"": 2, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d2.npz,87a014bba3d9854e3653054bc0e33e164b8afce14a3a4789c91d8f340366992c
g5,g5__recovered29__n4p7__one__d2,recovered29,4.7,Min-Max,2498,551.6854909913313,"{""D"": 10000, ""draw"": 2, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d2.npz,87a014bba3d9854e3653054bc0e33e164b8afce14a3a4789c91d8f340366992c
g5,g5__recovered29__n4p7__all__d2,recovered29,4.7,WCL,2498,7082.076707515611,"{""D"": 10000, ""draw"": 2, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d2.npz,43021e1ea4e414bfcc44ff5741525e45d8caebfbe24d501ebe98e30f2a50e48e
g5,g5__recovered29__n4p7__all__d2,recovered29,4.7,ABS,2498,3720.911338082078,"{""D"": 10000, ""draw"": 2, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d2.npz,43021e1ea4e414bfcc44ff5741525e45d8caebfbe24d501ebe98e30f2a50e48e
g5,g5__recovered29__n4p7__all__d2,recovered29,4.7,DIFF,2498,4256.658176192374,"{""D"": 10000, ""draw"": 2, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d2.npz,43021e1ea4e414bfcc44ff5741525e45d8caebfbe24d501ebe98e30f2a50e48e
g5,g5__recovered29__n4p7__all__d2,recovered29,4.7,Min-Max,2498,4548.278240263933,"{""D"": 10000, ""draw"": 2, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d2.npz,43021e1ea4e414bfcc44ff5741525e45d8caebfbe24d501ebe98e30f2a50e48e
g5,g5__recovered29__n4p7__top6__d2,recovered29,4.7,WCL,2498,898.5500357418762,"{""D"": 5000, ""draw"": 2, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d2.npz,c9c6e5a072665c506c5499a4ebe3f0c002b49c8784864fb7ba3eb57ddb9a063f
g5,g5__recovered29__n4p7__top6__d2,recovered29,4.7,ABS,2498,885.4137178278984,"{""D"": 5000, ""draw"": 2, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d2.npz,c9c6e5a072665c506c5499a4ebe3f0c002b49c8784864fb7ba3eb57ddb9a063f
g5,g5__recovered29__n4p7__top6__d2,recovered29,4.7,DIFF,2498,1091.8780215639486,"{""D"": 5000, ""draw"": 2, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d2.npz,c9c6e5a072665c506c5499a4ebe3f0c002b49c8784864fb7ba3eb57ddb9a063f
g5,g5__recovered29__n4p7__top6__d2,recovered29,4.7,Min-Max,2498,935.6402033243977,"{""D"": 5000, ""draw"": 2, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d2.npz,c9c6e5a072665c506c5499a4ebe3f0c002b49c8784864fb7ba3eb57ddb9a063f
g5,g5__recovered29__n4p7__top7__d2,recovered29,4.7,WCL,2498,1857.7931933461964,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d2.npz,83462289bf33095aca3b9b20e9b8c9725764ff4bb1936beb0c7524a034d85873
g5,g5__recovered29__n4p7__top7__d2,recovered29,4.7,ABS,2498,1023.8598640587672,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d2.npz,83462289bf33095aca3b9b20e9b8c9725764ff4bb1936beb0c7524a034d85873
g5,g5__recovered29__n4p7__top7__d2,recovered29,4.7,DIFF,2498,1174.4860117508406,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d2.npz,83462289bf33095aca3b9b20e9b8c9725764ff4bb1936beb0c7524a034d85873
g5,g5__recovered29__n4p7__top7__d2,recovered29,4.7,Min-Max,2498,1474.366439805643,"{""D"": 5000, ""draw"": 2, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d2.npz,83462289bf33095aca3b9b20e9b8c9725764ff4bb1936beb0c7524a034d85873
g5,g5__recovered29__n4p7__legacy_iso__d2,recovered29,4.7,WCL,2498,895.592152921157,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d2.npz,ed8317d6ac9ced63541ba9492fbc42274a9760572fba8c00d39e959706b2d4f8
g5,g5__recovered29__n4p7__legacy_iso__d2,recovered29,4.7,ABS,2498,769.7312239386872,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d2.npz,ed8317d6ac9ced63541ba9492fbc42274a9760572fba8c00d39e959706b2d4f8
g5,g5__recovered29__n4p7__legacy_iso__d2,recovered29,4.7,DIFF,2498,1219.2455792823343,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d2.npz,ed8317d6ac9ced63541ba9492fbc42274a9760572fba8c00d39e959706b2d4f8
g5,g5__recovered29__n4p7__legacy_iso__d2,recovered29,4.7,Min-Max,2498,589.8502619524751,"{""kind"": ""legacy_iso"", ""seed"": 4776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d2.npz,ed8317d6ac9ced63541ba9492fbc42274a9760572fba8c00d39e959706b2d4f8
g5,g5__recovered29__n4p7__op_iso__d2,recovered29,4.7,WCL,2498,664.1897492748056,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d2.npz,6d363739091dc62f3080fefb81afc31a9a56d78e1d351ac9c9b6bf8fe9a8b19d
g5,g5__recovered29__n4p7__op_iso__d2,recovered29,4.7,ABS,2498,671.2851211037355,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d2.npz,6d363739091dc62f3080fefb81afc31a9a56d78e1d351ac9c9b6bf8fe9a8b19d
g5,g5__recovered29__n4p7__op_iso__d2,recovered29,4.7,DIFF,2498,1071.753968307742,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d2.npz,6d363739091dc62f3080fefb81afc31a9a56d78e1d351ac9c9b6bf8fe9a8b19d
g5,g5__recovered29__n4p7__op_iso__d2,recovered29,4.7,Min-Max,2498,485.2537078725735,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7776}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d2.npz,6d363739091dc62f3080fefb81afc31a9a56d78e1d351ac9c9b6bf8fe9a8b19d
g5,g5__recovered29__n4p7__one__d3,recovered29,4.7,WCL,2498,599.2892837805819,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d3.npz,b0047c6605821ebe8831a5c3e92a44022dadb7c3a7186ab76e7606e82fa5761c
g5,g5__recovered29__n4p7__one__d3,recovered29,4.7,ABS,2498,662.9777124844286,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d3.npz,b0047c6605821ebe8831a5c3e92a44022dadb7c3a7186ab76e7606e82fa5761c
g5,g5__recovered29__n4p7__one__d3,recovered29,4.7,DIFF,2498,949.2816281038355,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d3.npz,b0047c6605821ebe8831a5c3e92a44022dadb7c3a7186ab76e7606e82fa5761c
g5,g5__recovered29__n4p7__one__d3,recovered29,4.7,Min-Max,2498,503.57462141937447,"{""D"": 10000, ""draw"": 3, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d3.npz,b0047c6605821ebe8831a5c3e92a44022dadb7c3a7186ab76e7606e82fa5761c
g5,g5__recovered29__n4p7__all__d3,recovered29,4.7,WCL,2498,5845.52673229774,"{""D"": 10000, ""draw"": 3, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d3.npz,e08c7ec07e25d2756b566264a962411a532397fccb9ed142f4496fd4d7b1a856
g5,g5__recovered29__n4p7__all__d3,recovered29,4.7,ABS,2498,3261.3661469734843,"{""D"": 10000, ""draw"": 3, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d3.npz,e08c7ec07e25d2756b566264a962411a532397fccb9ed142f4496fd4d7b1a856
g5,g5__recovered29__n4p7__all__d3,recovered29,4.7,DIFF,2498,3642.5282086239404,"{""D"": 10000, ""draw"": 3, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d3.npz,e08c7ec07e25d2756b566264a962411a532397fccb9ed142f4496fd4d7b1a856
g5,g5__recovered29__n4p7__all__d3,recovered29,4.7,Min-Max,2498,3222.6978843497036,"{""D"": 10000, ""draw"": 3, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d3.npz,e08c7ec07e25d2756b566264a962411a532397fccb9ed142f4496fd4d7b1a856
g5,g5__recovered29__n4p7__top6__d3,recovered29,4.7,WCL,2498,905.133189426802,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d3.npz,13e0ae2ded8954a10bb63ddc4038cfb084aeab90eca83d83015b892f36d59b19
g5,g5__recovered29__n4p7__top6__d3,recovered29,4.7,ABS,2498,841.4169032881745,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d3.npz,13e0ae2ded8954a10bb63ddc4038cfb084aeab90eca83d83015b892f36d59b19
g5,g5__recovered29__n4p7__top6__d3,recovered29,4.7,DIFF,2498,1029.4296899875224,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d3.npz,13e0ae2ded8954a10bb63ddc4038cfb084aeab90eca83d83015b892f36d59b19
g5,g5__recovered29__n4p7__top6__d3,recovered29,4.7,Min-Max,2498,824.6387629162575,"{""D"": 5000, ""draw"": 3, ""k"": 6, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top6__d3.npz,13e0ae2ded8954a10bb63ddc4038cfb084aeab90eca83d83015b892f36d59b19
g5,g5__recovered29__n4p7__top7__d3,recovered29,4.7,WCL,2498,1868.4404445100322,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d3.npz,fa584c8bb5425ee164b6b6f1e8c9c6113225d2146cff6a5a272411519dba0ede
g5,g5__recovered29__n4p7__top7__d3,recovered29,4.7,ABS,2498,1101.020026080857,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d3.npz,fa584c8bb5425ee164b6b6f1e8c9c6113225d2146cff6a5a272411519dba0ede
g5,g5__recovered29__n4p7__top7__d3,recovered29,4.7,DIFF,2498,1415.1337810505756,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d3.npz,fa584c8bb5425ee164b6b6f1e8c9c6113225d2146cff6a5a272411519dba0ede
g5,g5__recovered29__n4p7__top7__d3,recovered29,4.7,Min-Max,2498,1508.4152943711517,"{""D"": 5000, ""draw"": 3, ""k"": 7, ""kind"": ""topk""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__top7__d3.npz,fa584c8bb5425ee164b6b6f1e8c9c6113225d2146cff6a5a272411519dba0ede
g5,g5__recovered29__n4p7__legacy_iso__d3,recovered29,4.7,WCL,2498,569.5931579560745,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d3.npz,0367d672a5b5678d45301d01b8af7db4cbc7b79ba098c048cfc2feabb5f52d9c
g5,g5__recovered29__n4p7__legacy_iso__d3,recovered29,4.7,ABS,2498,530.632610427266,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d3.npz,0367d672a5b5678d45301d01b8af7db4cbc7b79ba098c048cfc2feabb5f52d9c
g5,g5__recovered29__n4p7__legacy_iso__d3,recovered29,4.7,DIFF,2498,825.219994024028,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d3.npz,0367d672a5b5678d45301d01b8af7db4cbc7b79ba098c048cfc2feabb5f52d9c
g5,g5__recovered29__n4p7__legacy_iso__d3,recovered29,4.7,Min-Max,2498,451.2370954538461,"{""kind"": ""legacy_iso"", ""seed"": 4789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__legacy_iso__d3.npz,0367d672a5b5678d45301d01b8af7db4cbc7b79ba098c048cfc2feabb5f52d9c
g5,g5__recovered29__n4p7__op_iso__d3,recovered29,4.7,WCL,2498,681.6599657888592,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d3.npz,f2cd37b88da9601c0bab3b414cbc9d8cc354d0b7c1f9bac15e4d43337283af59
g5,g5__recovered29__n4p7__op_iso__d3,recovered29,4.7,ABS,2498,670.9284129072496,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d3.npz,f2cd37b88da9601c0bab3b414cbc9d8cc354d0b7c1f9bac15e4d43337283af59
g5,g5__recovered29__n4p7__op_iso__d3,recovered29,4.7,DIFF,2498,1096.2836499840093,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d3.npz,f2cd37b88da9601c0bab3b414cbc9d8cc354d0b7c1f9bac15e4d43337283af59
g5,g5__recovered29__n4p7__op_iso__d3,recovered29,4.7,Min-Max,2498,501.6491248639036,"{""kind"": ""opcenter_exact_iso"", ""seed"": 7789}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__op_iso__d3.npz,f2cd37b88da9601c0bab3b414cbc9d8cc354d0b7c1f9bac15e4d43337283af59
g5,g5__recovered29__n4p7__one__d4,recovered29,4.7,WCL,2498,598.0697212291991,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d4.npz,c5d58b61b1a113c7fcbfa317bde0bbe764b9c96cf0e41a16ab6d33ad708f1f17
g5,g5__recovered29__n4p7__one__d4,recovered29,4.7,ABS,2498,640.3581513361585,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d4.npz,c5d58b61b1a113c7fcbfa317bde0bbe764b9c96cf0e41a16ab6d33ad708f1f17
g5,g5__recovered29__n4p7__one__d4,recovered29,4.7,DIFF,2498,956.5777724882319,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d4.npz,c5d58b61b1a113c7fcbfa317bde0bbe764b9c96cf0e41a16ab6d33ad708f1f17
g5,g5__recovered29__n4p7__one__d4,recovered29,4.7,Min-Max,2498,468.26761427412043,"{""D"": 10000, ""draw"": 4, ""f"": 1, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__one__d4.npz,c5d58b61b1a113c7fcbfa317bde0bbe764b9c96cf0e41a16ab6d33ad708f1f17
g5,g5__recovered29__n4p7__all__d4,recovered29,4.7,WCL,2498,6882.284939570321,"{""D"": 10000, ""draw"": 4, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d4.npz,e32a3bbe23030db1b92def8b74139747b04c80b0da45b9ccc4436cf6cbf81e47
g5,g5__recovered29__n4p7__all__d4,recovered29,4.7,ABS,2498,3347.039081052605,"{""D"": 10000, ""draw"": 4, ""f"": 29, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/g5/g5__recovered29__n4p7__all__d4.npz,e32a3bbe23030db1b92def8b74139747b04c80b0da45b9ccc4436cf6cbf81e47
