population=2498 receivers=29 max_gws=5 tau=3.0
conditions=483 total_condition_message_hits_lt2=19743
max_condition_lt2_pct=11.168935
verdict=OPEN: fallback invoked; regenerate affected DIFF outputs

condition,max_gws,messages,zero,one,lt2,lt2_pct,min,median,max
E2_D5000_top3_dir3,5,2498,1,1,2,0.080064,0,5.0,10
E2_D5000_top3_dir4,5,2498,2,1,3,0.120096,0,5.0,10
E2_D5000_top3_dir5,5,2498,2,1,3,0.120096,0,5.0,10
E2_D5000_top3_dir6,5,2498,1,1,2,0.080064,0,5.0,10
E2_D5000_top3_dir7,5,2498,1,0,1,0.040032,0,5.0,10
E2_D5000_top4_dir0,5,2498,3,5,8,0.320256,0,5.0,10
E2_D5000_top4_dir1,5,2498,4,2,6,0.240192,0,5.0,10
E2_D5000_top4_dir2,5,2498,7,4,11,0.440352,0,5.0,10
E2_D5000_top4_dir3,5,2498,7,3,10,0.400320,0,5.0,10
E2_D5000_top4_dir4,5,2498,5,3,8,0.320256,0,5.0,10
E2_D5000_top4_dir5,5,2498,2,5,7,0.280224,0,5.0,10
E2_D5000_top4_dir6,5,2498,6,2,8,0.320256,0,5.0,10
E2_D5000_top4_dir7,5,2498,2,6,8,0.320256,0,5.0,10
E2_D5000_top5_dir0,5,2498,11,8,19,0.760608,0,5.0,10
E2_D5000_top5_dir1,5,2498,6,4,10,0.400320,0,5.0,10
E2_D5000_top5_dir2,5,2498,5,3,8,0.320256,0,5.0,10
E2_D5000_top5_dir3,5,2498,7,8,15,0.600480,0,5.0,10
E2_D5000_top5_dir4,5,2498,6,4,10,0.400320,0,5.0,10
E2_D5000_top5_dir5,5,2498,10,4,14,0.560448,0,5.0,10
E2_D5000_top5_dir6,5,2498,8,6,14,0.560448,0,5.0,10
E2_D5000_top5_dir7,5,2498,11,4,15,0.600480,0,5.0,10
E2_D5000_top6_dir0,5,2498,16,13,29,1.160929,0,5.0,10
E2_D5000_top6_dir1,5,2498,23,16,39,1.561249,0,5.0,10
E2_D5000_top6_dir2,5,2498,19,19,38,1.521217,0,5.0,10
E2_D5000_top6_dir3,5,2498,19,14,33,1.321057,0,5.0,10
E2_D5000_top6_dir4,5,2498,12,10,22,0.880705,0,5.0,10
E2_D5000_top6_dir5,5,2498,15,14,29,1.160929,0,5.0,10
E2_D5000_top6_dir6,5,2498,21,12,33,1.321057,0,5.0,10
E2_D5000_top6_dir7,5,2498,15,11,26,1.040833,0,5.0,10
E2_D5000_top7_dir0,5,2498,41,46,87,3.482786,0,4.0,10
E2_D5000_top7_dir1,5,2498,25,24,49,1.961569,0,5.0,10
E2_D5000_top7_dir2,5,2498,32,20,52,2.081665,0,4.0,10
E2_D5000_top7_dir3,5,2498,67,55,122,4.883907,0,4.0,10
E2_D5000_top7_dir4,5,2498,24,35,59,2.361890,0,4.0,10
E2_D5000_top7_dir5,5,2498,33,21,54,2.161729,0,5.0,10
E2_D5000_top7_dir6,5,2498,16,23,39,1.561249,0,5.0,10
E2_D5000_top7_dir7,5,2498,33,25,58,2.321857,0,5.0,10
E2_D5000_top8_dir0,5,2498,38,25,63,2.522018,0,5.0,10
E2_D5000_top8_dir1,5,2498,64,56,120,4.803843,0,4.0,10
E2_D5000_top8_dir2,5,2498,19,19,38,1.521217,0,5.0,10
E2_D5000_top8_dir3,5,2498,60,60,120,4.803843,0,5.0,10
E2_D5000_top8_dir4,5,2498,20,25,45,1.801441,0,5.0,10
E2_D5000_top8_dir5,5,2498,39,33,72,2.882306,0,5.0,10
E2_D5000_top8_dir6,5,2498,21,15,36,1.441153,0,5.0,10
E2_D5000_top8_dir7,5,2498,39,36,75,3.002402,0,5.0,10
E2_D5000_top9_dir0,5,2498,71,60,131,5.244195,0,4.0,10
E2_D5000_top9_dir1,5,2498,50,28,78,3.122498,0,5.0,10
E2_D5000_top9_dir2,5,2498,18,18,36,1.441153,0,5.0,10
E2_D5000_top9_dir3,5,2498,22,24,46,1.841473,0,5.0,10
E2_D5000_top9_dir4,5,2498,49,38,87,3.482786,0,5.0,10
E2_D5000_top9_dir5,5,2498,72,54,126,5.044035,0,4.0,10
E2_D5000_top9_dir6,5,2498,20,19,39,1.561249,0,5.0,10
E2_D5000_top9_dir7,5,2498,38,33,71,2.842274,0,4.0,10
E2_D5000_top10_dir0,5,2498,91,88,179,7.165733,0,4.0,10
E2_D5000_top10_dir1,5,2498,22,20,42,1.681345,0,5.0,10
E2_D5000_top10_dir2,5,2498,60,49,109,4.363491,0,5.0,10
E2_D5000_top10_dir3,5,2498,51,28,79,3.162530,0,4.5,10
E2_D5000_top10_dir4,5,2498,45,36,81,3.242594,0,5.0,10
E2_D5000_top10_dir5,5,2498,13,13,26,1.040833,0,5.0,10
E2_D5000_top10_dir6,5,2498,44,36,80,3.202562,0,5.0,10
E2_D5000_top10_dir7,5,2498,103,66,169,6.765412,0,4.0,10
E2_D5000_top11_dir0,5,2498,37,31,68,2.722178,0,4.0,10
E2_D5000_top11_dir1,5,2498,50,45,95,3.803042,0,4.0,10
E2_D5000_top11_dir2,5,2498,39,64,103,4.123299,0,4.0,10
E2_D5000_top11_dir3,5,2498,36,39,75,3.002402,0,4.0,10
E2_D5000_top11_dir4,5,2498,68,67,135,5.404323,0,4.0,10
E2_D5000_top11_dir5,5,2498,69,79,148,5.924740,0,4.0,10
E2_D5000_top11_dir6,5,2498,62,65,127,5.084067,0,4.0,10
E2_D5000_top11_dir7,5,2498,64,49,113,4.523619,0,4.0,10
E2_D5000_top12_dir0,5,2498,99,86,185,7.405925,0,3.0,10
E2_D5000_top12_dir1,5,2498,37,63,100,4.003203,0,4.0,10
E2_D5000_top12_dir2,5,2498,27,28,55,2.201761,0,4.0,10
E2_D5000_top12_dir3,5,2498,78,70,148,5.924740,0,4.0,10
E2_D5000_top12_dir4,5,2498,54,56,110,4.403523,0,4.0,10
E2_D5000_top12_dir5,5,2498,47,36,83,3.322658,0,4.0,10
E2_D5000_top12_dir6,5,2498,35,43,78,3.122498,0,4.0,10
E2_D5000_top12_dir7,5,2498,60,75,135,5.404323,0,4.0,10
E2_D5000_top13_dir0,5,2498,33,35,68,2.722178,0,4.0,10
E2_D5000_top13_dir1,5,2498,61,36,97,3.883106,0,4.0,10
E2_D5000_top13_dir2,5,2498,42,46,88,3.522818,0,4.0,10
E2_D5000_top13_dir3,5,2498,50,44,94,3.763010,0,4.0,10
E2_D5000_top13_dir4,5,2498,39,41,80,3.202562,0,4.0,10
E2_D5000_top13_dir5,5,2498,37,31,68,2.722178,0,4.0,10
E2_D5000_top13_dir6,5,2498,33,39,72,2.882306,0,5.0,10
E2_D5000_top13_dir7,5,2498,47,38,85,3.402722,0,4.0,10
E2_D5000_top14_dir0,5,2498,49,58,107,4.283427,0,4.0,10
E2_D5000_top14_dir1,5,2498,75,53,128,5.124099,0,4.0,10
E2_D5000_top14_dir2,5,2498,41,37,78,3.122498,0,4.0,10
E2_D5000_top14_dir3,5,2498,60,57,117,4.683747,0,4.0,10
E2_D5000_top14_dir4,5,2498,56,63,119,4.763811,0,4.0,10
E2_D5000_top14_dir5,5,2498,70,75,145,5.804644,0,3.0,10
E2_D5000_top14_dir6,5,2498,56,32,88,3.522818,0,4.0,10
E2_D5000_top14_dir7,5,2498,87,54,141,5.644516,0,4.0,10
structure_coherent_D250,5,2498,18,15,33,1.321057,0,5.0,10
structure_inward_D250,5,2498,20,10,30,1.200961,0,5.0,10
structure_outward_D250,5,2498,13,5,18,0.720576,0,5.0,10
structure_coherent_D500,5,2498,14,16,30,1.200961,0,5.0,10
structure_inward_D500,5,2498,17,12,29,1.160929,0,5.0,10
structure_outward_D500,5,2498,6,7,13,0.520416,0,5.0,10
structure_coherent_D1000,5,2498,30,23,53,2.121697,0,5.0,10
structure_inward_D1000,5,2498,44,37,81,3.242594,0,4.0,10
structure_outward_D1000,5,2498,5,5,10,0.400320,0,5.0,10
structure_coherent_D2500,5,2498,24,33,57,2.281825,0,4.0,10
structure_inward_D2500,5,2498,18,20,38,1.521217,0,5.0,10
structure_outward_D2500,5,2498,12,20,32,1.281025,0,5.0,10
structure_coherent_D5000,5,2498,55,38,93,3.722978,0,4.0,10
structure_inward_D5000,5,2498,34,25,59,2.361890,0,4.0,10
structure_outward_D5000,5,2498,63,49,112,4.483587,0,4.0,10
structure_coherent_D10000,5,2498,99,71,170,6.805444,0,3.0,10
structure_inward_D10000,5,2498,62,58,120,4.803843,0,3.0,10
structure_outward_D10000,5,2498,114,106,220,8.807046,0,3.0,10
rotation_0.5deg,5,2498,14,11,25,1.000801,0,5.0,10
rotation_1.0deg,5,2498,14,10,24,0.960769,0,5.0,10
rotation_2.0deg,5,2498,16,7,23,0.920737,0,5.0,10
rotation_5.0deg,5,2498,14,6,20,0.800641,0,5.0,10
scale_0.98,5,2498,15,16,31,1.240993,0,5.0,10
scale_0.99,5,2498,13,16,29,1.160929,0,5.0,10
scale_1.01,5,2498,13,13,26,1.040833,0,5.0,10
scale_1.02,5,2498,13,11,24,0.960769,0,5.0,10
