run,map,n,D_m,window,N,map_n,source,k,arm,S_display,method,median_m,effect_pct,draws,line,min_m,max_m
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,4,bottom,0.008,DIFF,1116.0,1.1,4,137,1107.0,1124.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,4,bottom,0.008,Min-Max,443.0,0.0,4,137,442.0,444.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,4,random,0.13,WCL,569.0,3.5,8,139,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,4,random,0.13,ABS,567.0,1.2,8,139,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,4,random,0.13,DIFF,1122.0,1.6,8,139,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,4,random,0.13,Min-Max,453.0,2.2,8,139,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,top,0.416,WCL,704.0,27.9,4,140,648.0,729.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,top,0.416,ABS,671.0,19.8,4,140,585.0,714.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,top,0.416,DIFF,1100.0,-0.3,4,140,1014.0,1260.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,top,0.416,Min-Max,566.0,27.8,4,140,530.0,597.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,bottom,0.013,WCL,559.0,1.5,4,142,550.0,559.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,bottom,0.013,ABS,561.0,0.1,4,142,561.0,561.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,bottom,0.013,DIFF,1118.0,1.2,4,142,1106.0,1122.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,bottom,0.013,Min-Max,443.0,-0.0,4,142,442.0,444.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,random,0.244,WCL,580.0,5.5,8,144,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,random,0.244,ABS,584.0,4.3,8,144,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,random,0.244,DIFF,1094.0,-0.9,8,144,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,5,random,0.244,Min-Max,465.0,5.1,8,144,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,top,0.483,WCL,639.0,16.1,4,145,615.0,823.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,top,0.483,ABS,608.0,8.6,4,145,560.0,694.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,top,0.483,DIFF,1101.0,-0.2,4,145,1004.0,1219.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,top,0.483,Min-Max,512.0,15.6,4,145,490.0,581.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,bottom,0.022,WCL,559.0,1.7,4,147,550.0,559.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,bottom,0.022,ABS,561.0,0.1,4,147,560.0,561.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,bottom,0.022,DIFF,1121.0,1.5,4,147,1102.0,1124.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,bottom,0.022,Min-Max,444.0,0.2,4,147,443.0,444.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,random,0.202,WCL,605.0,9.9,8,149,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,random,0.202,ABS,584.0,4.3,8,149,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,random,0.202,DIFF,1186.0,7.4,8,149,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,6,random,0.202,Min-Max,475.0,7.3,8,149,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,top,0.54,WCL,762.0,38.6,4,150,696.0,965.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,top,0.54,ABS,808.0,44.2,4,150,694.0,919.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,top,0.54,DIFF,1315.0,19.1,4,150,1212.0,1753.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,top,0.54,Min-Max,671.0,51.5,4,150,583.0,812.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,bottom,0.036,WCL,559.0,1.6,4,152,555.0,560.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,bottom,0.036,ABS,561.0,0.2,4,152,560.0,561.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,bottom,0.036,DIFF,1098.0,-0.5,4,152,1088.0,1122.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,bottom,0.036,Min-Max,446.0,0.8,4,152,445.0,447.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,random,0.251,WCL,622.0,13.0,8,154,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,random,0.251,ABS,564.0,0.6,8,154,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,random,0.251,DIFF,1168.0,5.8,8,154,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,7,random,0.251,Min-Max,486.0,9.7,8,154,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,top,0.59,WCL,702.0,27.6,4,155,676.0,796.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,top,0.59,ABS,627.0,11.8,4,155,598.0,689.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,top,0.59,DIFF,1628.0,47.5,4,155,1430.0,1812.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,top,0.59,Min-Max,533.0,20.4,4,155,492.0,551.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,bottom,0.049,WCL,559.0,1.7,4,157,556.0,559.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,bottom,0.049,ABS,561.0,0.2,4,157,560.0,563.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,bottom,0.049,DIFF,1102.0,-0.2,4,157,1097.0,1127.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,bottom,0.049,Min-Max,444.0,0.3,4,157,443.0,447.0
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,random,0.275,WCL,609.0,10.7,8,159,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,random,0.275,ABS,592.0,5.7,8,159,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,random,0.275,DIFF,1191.0,7.9,8,159,,
O27_N4P7_D1000_W10,official27_common.json,4.7,1000,10,2498,27,results/O27_N4P7_D1000_W10.txt,8,random,0.275,Min-Max,477.0,7.7,8,159,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,top,0.098,WCL,579.0,5.2,8,120,578.0,579.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,top,0.098,ABS,557.0,-0.6,8,120,553.0,563.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,top,0.098,DIFF,877.0,-20.5,8,120,844.0,1015.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,top,0.098,Min-Max,516.0,16.6,8,120,487.0,545.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,bottom,0.0,WCL,550.0,0.0,8,122,550.0,550.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,bottom,0.0,ABS,560.0,0.0,8,122,560.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,bottom,0.0,DIFF,1103.0,-0.1,8,122,1102.0,1105.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,bottom,0.0,Min-Max,443.0,0.0,8,122,443.0,443.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,random,0.035,WCL,553.0,0.4,8,124,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,random,0.035,ABS,560.0,-0.0,8,124,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,random,0.035,DIFF,1057.0,-4.2,8,124,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,1,random,0.035,Min-Max,445.0,0.5,8,124,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,top,0.187,WCL,561.0,1.9,8,125,560.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,top,0.187,ABS,541.0,-3.5,8,125,538.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,top,0.187,DIFF,808.0,-26.8,8,125,741.0,876.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,top,0.187,Min-Max,527.0,19.1,8,125,492.0,581.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,bottom,0.001,WCL,556.0,1.1,8,127,556.0,556.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,bottom,0.001,ABS,560.0,0.0,8,127,560.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,bottom,0.001,DIFF,1105.0,0.1,8,127,1102.0,1119.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,bottom,0.001,Min-Max,443.0,0.1,8,127,442.0,443.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,random,0.099,WCL,577.0,4.8,8,129,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,random,0.099,ABS,561.0,0.2,8,129,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,random,0.099,DIFF,823.0,-25.4,8,129,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,2,random,0.099,Min-Max,481.0,8.6,8,129,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,top,0.271,WCL,597.0,8.6,8,130,593.0,601.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,top,0.271,ABS,550.0,-1.9,8,130,533.0,584.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,top,0.271,DIFF,822.0,-25.5,8,130,762.0,882.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,top,0.271,Min-Max,555.0,25.4,8,130,531.0,580.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,bottom,0.003,WCL,559.0,1.7,8,132,559.0,559.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,bottom,0.003,ABS,561.0,0.1,8,132,560.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,bottom,0.003,DIFF,1122.0,1.6,8,132,1116.0,1124.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,bottom,0.003,Min-Max,443.0,0.2,8,132,442.0,444.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,random,0.116,WCL,587.0,6.7,8,134,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,random,0.116,ABS,569.0,1.6,8,134,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,random,0.116,DIFF,974.0,-11.7,8,134,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,3,random,0.116,Min-Max,509.0,15.0,8,134,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,top,0.346,WCL,678.0,23.2,8,135,672.0,683.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,top,0.346,ABS,582.0,3.9,8,135,560.0,637.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,top,0.346,DIFF,832.0,-24.7,8,135,793.0,1004.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,top,0.346,Min-Max,613.0,38.4,8,135,576.0,670.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,bottom,0.008,WCL,559.0,1.7,8,137,559.0,559.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,bottom,0.008,ABS,561.0,0.1,8,137,561.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,bottom,0.008,DIFF,1108.0,0.4,8,137,1102.0,1122.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,bottom,0.008,Min-Max,444.0,0.3,8,137,443.0,447.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,random,0.13,WCL,575.0,4.5,8,139,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,random,0.13,ABS,575.0,2.6,8,139,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,random,0.13,DIFF,946.0,-14.3,8,139,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,4,random,0.13,Min-Max,488.0,10.2,8,139,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,top,0.416,WCL,727.0,32.1,8,140,706.0,730.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,top,0.416,ABS,595.0,6.2,8,140,558.0,638.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,top,0.416,DIFF,827.0,-25.1,8,140,733.0,870.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,top,0.416,Min-Max,706.0,59.5,8,140,660.0,770.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,bottom,0.013,WCL,559.0,1.7,8,142,558.0,560.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,bottom,0.013,ABS,561.0,0.1,8,142,558.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,bottom,0.013,DIFF,1115.0,1.0,8,142,1092.0,1156.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,bottom,0.013,Min-Max,444.0,0.2,8,142,443.0,449.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,random,0.244,WCL,621.0,12.8,8,144,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,random,0.244,ABS,597.0,6.6,8,144,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,random,0.244,DIFF,878.0,-20.5,8,144,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,5,random,0.244,Min-Max,576.0,30.0,8,144,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,top,0.483,WCL,721.0,31.1,8,145,707.0,733.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,top,0.483,ABS,602.0,7.5,8,145,566.0,623.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,top,0.483,DIFF,833.0,-24.5,8,145,764.0,881.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,top,0.483,Min-Max,712.0,60.9,8,145,668.0,800.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,bottom,0.022,WCL,559.0,1.7,8,147,556.0,560.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,bottom,0.022,ABS,560.0,0.0,8,147,557.0,562.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,bottom,0.022,DIFF,1113.0,0.8,8,147,1085.0,1135.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,bottom,0.022,Min-Max,448.0,1.3,8,147,445.0,450.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,random,0.202,WCL,623.0,13.2,8,149,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,random,0.202,ABS,589.0,5.1,8,149,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,random,0.202,DIFF,897.0,-18.7,8,149,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,6,random,0.202,Min-Max,554.0,25.1,8,149,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,top,0.54,WCL,1420.0,158.1,8,150,1336.0,1468.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,top,0.54,ABS,934.0,66.7,8,150,878.0,1021.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,top,0.54,DIFF,1306.0,18.3,8,150,1133.0,1441.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,top,0.54,Min-Max,1237.0,179.4,8,150,1176.0,1299.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,bottom,0.036,WCL,560.0,1.7,8,152,559.0,560.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,bottom,0.036,ABS,561.0,0.2,8,152,560.0,563.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,bottom,0.036,DIFF,1070.0,-3.0,8,152,1049.0,1119.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,bottom,0.036,Min-Max,445.0,0.6,8,152,443.0,453.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,random,0.251,WCL,623.0,13.2,8,154,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,random,0.251,ABS,591.0,5.5,8,154,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,random,0.251,DIFF,930.0,-15.7,8,154,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,7,random,0.251,Min-Max,525.0,18.6,8,154,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,top,0.59,WCL,1334.0,142.5,8,155,1261.0,1452.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,top,0.59,ABS,939.0,67.6,8,155,851.0,991.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,top,0.59,DIFF,1205.0,9.1,8,155,1161.0,1300.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,top,0.59,Min-Max,1099.0,148.3,8,155,936.0,1402.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,bottom,0.049,WCL,561.0,1.9,8,157,560.0,561.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,bottom,0.049,ABS,562.0,0.3,8,157,557.0,564.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,bottom,0.049,DIFF,1053.0,-4.6,8,157,1022.0,1098.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,bottom,0.049,Min-Max,450.0,1.8,8,157,445.0,455.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,random,0.275,WCL,661.0,20.1,8,159,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,random,0.275,ABS,611.0,9.1,8,159,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,random,0.275,DIFF,960.0,-13.0,8,159,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,8,random,0.275,Min-Max,580.0,31.0,8,159,,
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,top,0.639,WCL,1289.0,134.2,8,160,1247.0,1377.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,top,0.639,ABS,923.0,64.7,8,160,895.0,1026.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,top,0.639,DIFF,1219.0,10.4,8,160,1150.0,1353.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,top,0.639,Min-Max,1074.0,142.6,8,160,880.0,1216.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,bottom,0.067,WCL,562.0,2.1,8,162,560.0,565.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,bottom,0.067,ABS,558.0,-0.3,8,162,549.0,566.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,bottom,0.067,DIFF,1005.0,-9.0,8,162,919.0,1041.0
O27_N4P7_D5000_W10,official27_common.json,4.7,5000,10,2498,27,results/O27_N4P7_D5000_W10.txt,9,bottom,0.067,Min-Max,453.0,2.3,8,162,446.0,457.0
