run,map,n,D_m,window,N,map_n,source,k,arm,S_display,method,median_m,effect_pct,draws,line,min_m,max_m
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,3,random,0.066,ABS,537.0,1.8,8,134,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,3,random,0.066,DIFF,933.0,-7.8,8,134,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,3,random,0.066,Min-Max,484.0,3.5,8,134,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,top,0.319,WCL,629.0,7.5,8,135,623.0,633.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,top,0.319,ABS,541.0,2.6,8,135,529.0,561.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,top,0.319,DIFF,822.0,-18.7,8,135,732.0,868.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,top,0.319,Min-Max,609.0,30.3,8,135,548.0,700.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,bottom,0.003,WCL,585.0,0.0,8,137,585.0,585.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,bottom,0.003,ABS,528.0,0.0,8,137,528.0,529.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,bottom,0.003,DIFF,1013.0,0.1,8,137,1010.0,1018.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,bottom,0.003,Min-Max,468.0,0.0,8,137,468.0,469.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,random,0.072,WCL,602.0,2.9,8,139,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,random,0.072,ABS,545.0,3.2,8,139,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,random,0.072,DIFF,973.0,-3.8,8,139,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,4,random,0.072,Min-Max,492.0,5.1,8,139,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,top,0.384,WCL,704.0,20.3,8,140,695.0,708.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,top,0.384,ABS,552.0,4.5,8,140,525.0,588.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,top,0.384,DIFF,856.0,-15.4,8,140,784.0,883.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,top,0.384,Min-Max,654.0,39.9,8,140,606.0,762.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,bottom,0.005,WCL,589.0,0.7,8,142,585.0,589.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,bottom,0.005,ABS,530.0,0.5,8,142,530.0,530.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,bottom,0.005,DIFF,1028.0,1.6,8,142,1021.0,1035.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,bottom,0.005,Min-Max,469.0,0.2,8,142,468.0,470.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,random,0.103,WCL,592.0,1.3,8,144,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,random,0.103,ABS,541.0,2.4,8,144,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,random,0.103,DIFF,906.0,-10.4,8,144,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,5,random,0.103,Min-Max,503.0,7.5,8,144,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,top,0.448,WCL,728.0,24.4,8,145,721.0,736.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,top,0.448,ABS,568.0,7.6,8,145,529.0,585.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,top,0.448,DIFF,865.0,-14.5,8,145,778.0,897.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,top,0.448,Min-Max,728.0,55.6,8,145,684.0,801.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,bottom,0.01,WCL,587.0,0.4,8,147,585.0,589.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,bottom,0.01,ABS,530.0,0.5,8,147,529.0,530.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,bottom,0.01,DIFF,1024.0,1.3,8,147,1017.0,1058.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,bottom,0.01,Min-Max,470.0,0.5,8,147,466.0,471.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,random,0.244,WCL,617.0,5.5,8,149,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,random,0.244,ABS,554.0,4.9,8,149,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,random,0.244,DIFF,847.0,-16.3,8,149,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,6,random,0.244,Min-Max,573.0,22.6,8,149,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,top,0.503,WCL,1485.0,154.0,8,150,1342.0,1529.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,top,0.503,ABS,897.0,70.0,8,150,871.0,987.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,top,0.503,DIFF,1276.0,26.1,8,150,1097.0,1430.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,top,0.503,Min-Max,1229.0,162.9,8,150,1150.0,1341.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,bottom,0.015,WCL,587.0,0.4,8,152,579.0,589.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,bottom,0.015,ABS,530.0,0.5,8,152,529.0,530.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,bottom,0.015,DIFF,1013.0,0.1,8,152,1010.0,1043.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,bottom,0.015,Min-Max,470.0,0.6,8,152,470.0,471.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,random,0.179,WCL,648.0,10.9,8,154,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,random,0.179,ABS,571.0,8.1,8,154,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,random,0.179,DIFF,876.0,-13.4,8,154,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,7,random,0.179,Min-Max,556.0,18.9,8,154,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,top,0.553,WCL,1366.0,133.6,8,155,1295.0,1552.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,top,0.553,ABS,908.0,72.0,8,155,853.0,972.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,top,0.553,DIFF,1194.0,18.0,8,155,1130.0,1291.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,top,0.553,Min-Max,1090.0,133.1,8,155,945.0,1371.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,bottom,0.02,WCL,587.0,0.4,8,157,585.0,589.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,bottom,0.02,ABS,528.0,0.0,8,157,525.0,530.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,bottom,0.02,DIFF,1016.0,0.5,8,157,1002.0,1055.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,bottom,0.02,Min-Max,470.0,0.5,8,157,469.0,472.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,random,0.283,WCL,633.0,8.3,8,159,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,random,0.283,ABS,552.0,4.5,8,159,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,random,0.283,DIFF,868.0,-14.2,8,159,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,8,random,0.283,Min-Max,565.0,20.9,8,159,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,top,0.6,WCL,1347.0,130.3,8,160,1297.0,1471.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,top,0.6,ABS,905.0,71.5,8,160,869.0,1002.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,top,0.6,DIFF,1230.0,21.6,8,160,1131.0,1294.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,top,0.6,Min-Max,1085.0,131.9,8,160,891.0,1213.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,bottom,0.03,WCL,589.0,0.8,8,162,579.0,589.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,bottom,0.03,ABS,531.0,0.5,8,162,528.0,533.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,bottom,0.03,DIFF,993.0,-1.8,8,162,990.0,1043.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,bottom,0.03,Min-Max,471.0,0.7,8,162,470.0,471.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,random,0.271,WCL,681.0,16.4,8,164,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,random,0.271,ABS,594.0,12.5,8,164,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,random,0.271,DIFF,864.0,-14.6,8,164,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,9,random,0.271,Min-Max,580.0,24.1,8,164,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,top,0.642,WCL,1508.0,157.8,8,165,1249.0,1786.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,top,0.642,ABS,947.0,79.5,8,165,927.0,1051.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,top,0.642,DIFF,1315.0,30.0,8,165,1157.0,1396.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,top,0.642,Min-Max,1182.0,152.8,8,165,978.0,1377.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,bottom,0.042,WCL,589.0,0.8,8,167,589.0,589.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,bottom,0.042,ABS,531.0,0.7,8,167,528.0,535.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,bottom,0.042,DIFF,988.0,-2.3,8,167,977.0,1018.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,bottom,0.042,Min-Max,471.0,0.7,8,167,467.0,473.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,random,0.288,WCL,695.0,18.9,8,169,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,random,0.288,ABS,639.0,21.1,8,169,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,random,0.288,DIFF,868.0,-14.2,8,169,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,10,random,0.288,Min-Max,592.0,26.5,8,169,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,top,0.683,WCL,1955.0,234.3,8,170,1759.0,2230.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,top,0.683,ABS,1057.0,100.3,8,170,1009.0,1260.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,top,0.683,DIFF,1407.0,39.1,8,170,1333.0,1594.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,top,0.683,Min-Max,1326.0,183.6,8,170,1079.0,1594.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,bottom,0.055,WCL,591.0,1.0,8,172,585.0,595.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,bottom,0.055,ABS,530.0,0.4,8,172,524.0,533.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,bottom,0.055,DIFF,976.0,-3.5,8,172,935.0,1032.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,bottom,0.055,Min-Max,473.0,1.0,8,172,470.0,477.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,random,0.309,WCL,709.0,21.3,8,174,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,random,0.309,ABS,623.0,18.1,8,174,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,random,0.309,DIFF,878.0,-13.2,8,174,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,11,random,0.309,Min-Max,631.0,34.9,8,174,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,top,0.723,WCL,1857.0,217.6,8,175,1532.0,2081.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,top,0.723,ABS,1071.0,103.0,8,175,1022.0,1164.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,top,0.723,DIFF,1401.0,38.5,8,175,1326.0,1595.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,top,0.723,Min-Max,1208.0,158.3,8,175,1061.0,1749.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,bottom,0.068,WCL,591.0,1.1,8,177,589.0,595.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,bottom,0.068,ABS,526.0,-0.3,8,177,524.0,530.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,bottom,0.068,DIFF,972.0,-3.9,8,177,945.0,1033.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,bottom,0.068,Min-Max,472.0,0.9,8,177,465.0,473.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,random,0.37,WCL,713.0,21.9,8,179,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,random,0.37,ABS,609.0,15.4,8,179,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,random,0.37,DIFF,831.0,-17.8,8,179,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,12,random,0.37,Min-Max,616.0,31.7,8,179,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,top,0.763,WCL,2365.0,304.4,8,180,1827.0,2743.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,top,0.763,ABS,1147.0,117.4,8,180,1064.0,1310.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,top,0.763,DIFF,1486.0,46.9,8,180,1418.0,1692.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,top,0.763,Min-Max,1560.0,233.6,8,180,1045.0,1929.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,bottom,0.083,WCL,595.0,1.8,8,182,593.0,601.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,bottom,0.083,ABS,528.0,0.1,8,182,524.0,535.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,bottom,0.083,DIFF,923.0,-8.8,8,182,906.0,951.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,bottom,0.083,Min-Max,473.0,1.2,8,182,470.0,480.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,random,0.358,WCL,715.0,22.3,8,184,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,random,0.358,ABS,631.0,19.5,8,184,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,random,0.358,DIFF,869.0,-14.1,8,184,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,13,random,0.358,Min-Max,635.0,35.7,8,184,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,top,0.788,WCL,2315.0,295.8,8,185,2160.0,2954.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,top,0.788,ABS,1224.0,131.9,8,185,1127.0,1397.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,top,0.788,DIFF,1565.0,54.7,8,185,1371.0,1745.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,top,0.788,Min-Max,1477.0,215.8,8,185,1323.0,1712.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,bottom,0.103,WCL,595.0,1.8,8,187,576.0,601.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,bottom,0.103,ABS,528.0,0.0,8,187,523.0,537.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,bottom,0.103,DIFF,902.0,-10.8,8,187,883.0,969.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,bottom,0.103,Min-Max,469.0,0.3,8,187,455.0,479.0
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,random,0.391,WCL,772.0,32.0,8,189,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,random,0.391,ABS,620.0,17.6,8,189,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,random,0.391,DIFF,834.0,-17.5,8,189,,
O33PUBLISHED_N4P7_D5000_W10,official33_published.json,4.7,5000,10,2495,33,results/O33PUBLISHED_N4P7_D5000_W10.txt,14,random,0.391,Min-Max,653.0,39.7,8,189,,
O33R71_N4P7_D1000_W10,official33_repaired71.json,4.7,1000,10,2495,33,results/O33R71_N4P7_D1000_W10.txt,1,top,0.091,WCL,615.0,6.1,4,120,610.0,619.0
